itemNum,Name,StackSize,IsUntradable,PriceVendor,PriceSell,CanBeHq,LevelEquip,ave_cost,regSaleVelocity,ave_NQ_cost,nqSaleVelocity,ave_HQ_cost,hqSaleVelocity
101,"""Dated Bronze Dagger""",1,1,265,3,1,9,NULL,NULL,NULL,NULL,NULL,NULL
102,"""Dated Bronze Spatha""",1,1,336,3,1,11,NULL,NULL,NULL,NULL,NULL,NULL
103,"""Dated Blinding Dagger""",1,1,525,4,1,14,NULL,NULL,NULL,NULL,NULL,NULL
104,"""Dated Silencing Dagger""",1,1,525,4,1,14,NULL,NULL,NULL,NULL,NULL,NULL
105,"""Dated Brass Gladius""",1,1,547,5,1,16,NULL,NULL,NULL,NULL,NULL,NULL
106,"""Dated Brass Dagger""",1,1,698,7,1,19,NULL,NULL,NULL,NULL,NULL,NULL
107,"""Dated Paralyzing Dagger""",1,1,1557,11,1,24,NULL,NULL,NULL,NULL,NULL,NULL
108,"""Dated Sleeping Dagger""",1,1,1557,11,1,24,NULL,NULL,NULL,NULL,NULL,NULL
109,"""Dated Ash Macuahuitl""",1,1,1612,12,1,25,NULL,NULL,NULL,NULL,NULL,NULL
110,"""Dated Iron Gladius""",1,1,1737,13,1,26,NULL,NULL,NULL,NULL,NULL,NULL
111,"""Dated Iron Dagger""",1,1,2429,17,1,29,NULL,NULL,NULL,NULL,NULL,NULL
112,"""Dated Iron Spatha""",1,1,2973,20,1,31,NULL,NULL,NULL,NULL,NULL,NULL
113,"""Dated Maddening Dagger""",1,1,3976,23,1,34,NULL,NULL,NULL,NULL,NULL,NULL
114,"""Dated Poison Dagger""",1,1,3976,23,1,34,NULL,NULL,NULL,NULL,NULL,NULL
115,"""Dated Elm Macuahuitl""",1,1,3801,24,1,35,NULL,NULL,NULL,NULL,NULL,NULL
116,"""Dated Bee Spatha""",1,1,4370,25,1,36,NULL,NULL,NULL,NULL,NULL,NULL
117,"""Dated Iron Falchion""",1,1,4753,27,1,38,NULL,NULL,NULL,NULL,NULL,NULL
118,"""Dated Iron Shortsword""",1,1,6215,32,1,42,NULL,NULL,NULL,NULL,NULL,NULL
119,"""Dated Walnut Macuahuitl""",1,1,5808,36,1,45,NULL,NULL,NULL,NULL,NULL,NULL
120,"""Dated Iron Longsword""",1,1,7263,37,1,46,NULL,NULL,NULL,NULL,NULL,NULL
121,"""Dated Toothed Falchion""",1,1,7080,40,1,48,NULL,NULL,NULL,NULL,NULL,NULL
122,"""Dated Plumed Walnut Macuahuitl""",1,1,6490,40,1,48,NULL,NULL,NULL,NULL,NULL,NULL
123,"""Dated Oak Macuahuitl""",1,1,6726,42,1,49,NULL,NULL,NULL,NULL,NULL,NULL
124,"""Dated Bone Hora""",1,1,245,3,1,6,NULL,NULL,NULL,NULL,NULL,NULL
125,"""Dated Leather Himantes""",1,1,347,4,1,9,NULL,NULL,NULL,NULL,NULL,NULL
126,"""Dated Bronze Knuckles""",1,1,615,6,1,13,NULL,NULL,NULL,NULL,NULL,NULL
127,"""Dated Dodoskin Cesti""",1,1,915,10,1,19,NULL,NULL,NULL,NULL,NULL,NULL
128,"""Dated Brass Knuckles""",1,1,1745,14,1,23,NULL,NULL,NULL,NULL,NULL,NULL
129,"""Dated Tortoiseshell Hora""",1,1,2440,19,1,26,NULL,NULL,NULL,NULL,NULL,NULL
130,"""Dated Toadskin Cesti""",1,1,3181,25,1,29,NULL,NULL,NULL,NULL,NULL,NULL
131,"""Dated Spiked Knuckles""",1,1,4860,32,1,33,NULL,NULL,NULL,NULL,NULL,NULL
132,"""Dated Boarskin Himantes""",1,1,5689,42,1,39,NULL,NULL,NULL,NULL,NULL,NULL
133,"""Dated Iron Baghnakhs""",1,1,7271,48,1,42,NULL,NULL,NULL,NULL,NULL,NULL
134,"""Dated Crabshell Hora""",1,1,8085,56,1,46,NULL,NULL,NULL,NULL,NULL,NULL
135,"""Dated Smothering Baghnakhs""",1,1,10141,58,1,47,NULL,NULL,NULL,NULL,NULL,NULL
136,"""Dated Disabling Baghnakhs""",1,1,10141,58,1,47,NULL,NULL,NULL,NULL,NULL,NULL
137,"""Dated Peiste Cesti""",1,1,8408,62,1,49,NULL,NULL,NULL,NULL,NULL,NULL
138,"""Dated Jade Hora""",1,1,9345,65,1,50,NULL,NULL,NULL,NULL,NULL,NULL
139,"""Dated Bronze War Axe""",1,1,257,3,1,6,NULL,NULL,NULL,NULL,NULL,NULL
140,"""Dated Bronze Labrys""",1,1,561,4,1,10,NULL,NULL,NULL,NULL,NULL,NULL
141,"""Dated Spiked Bronze Labrys""",1,1,1404,10,1,20,NULL,NULL,NULL,NULL,NULL,NULL
142,"""Dated Storm Axe""",1,1,1304,11,1,21,NULL,NULL,NULL,NULL,NULL,NULL
143,"""Dated Iron War Axe""",1,1,2564,19,1,26,NULL,NULL,NULL,NULL,NULL,NULL
144,"""Dated Iron Labrys""",1,1,4998,27,1,30,NULL,NULL,NULL,NULL,NULL,NULL
145,"""Dated Spiked Iron Labrys""",1,1,6739,35,1,35,NULL,NULL,NULL,NULL,NULL,NULL
146,"""Dated Inferno Axe""",1,1,5609,37,1,36,NULL,NULL,NULL,NULL,NULL,NULL
147,"""Dated Iron Bhuj""",1,1,7130,41,1,38,NULL,NULL,NULL,NULL,NULL,NULL
148,"""Dated Bronze Bardiche""",1,1,8444,48,1,42,NULL,NULL,NULL,NULL,NULL,NULL
149,"""Dated Iron Bill""",1,1,8444,48,1,42,NULL,NULL,NULL,NULL,NULL,NULL
150,"""Dated Thunderstorm Axe""",1,1,8496,56,1,46,NULL,NULL,NULL,NULL,NULL,NULL
151,"""Dated Engraved Bhuj""",1,1,10621,60,1,48,NULL,NULL,NULL,NULL,NULL,NULL
152,"""Dated Bronze Spear""",1,1,299,3,1,6,NULL,NULL,NULL,NULL,NULL,NULL
153,"""Dated Harpoon""",1,1,372,4,1,9,NULL,NULL,NULL,NULL,NULL,NULL
154,"""Dated Feathered Harpoon""",1,1,641,6,1,14,NULL,NULL,NULL,NULL,NULL,NULL
155,"""Dated Brass Spear""",1,1,938,8,1,16,NULL,NULL,NULL,NULL,NULL,NULL
156,"""Dated Iron Spear""",1,1,2977,19,1,26,NULL,NULL,NULL,NULL,NULL,NULL
157,"""Dated Iron Lance""",1,1,3738,23,1,28,NULL,NULL,NULL,NULL,NULL,NULL
158,"""Dated Tortoiseshell Harpoon""",1,1,3412,25,1,29,NULL,NULL,NULL,NULL,NULL,NULL
159,"""Dated Iron Guisarme""",1,1,5592,31,1,32,NULL,NULL,NULL,NULL,NULL,NULL
160,"""Dated Battle Fork""",1,1,6514,37,1,36,NULL,NULL,NULL,NULL,NULL,NULL
161,"""Dated Heavy Iron Lance""",1,1,7130,41,1,38,NULL,NULL,NULL,NULL,NULL,NULL
162,"""Dated Yarzonshell Harpoon""",1,1,6102,42,1,39,NULL,NULL,NULL,NULL,NULL,NULL
163,"""Dated Jarl's Guisarme""",1,1,8796,48,1,42,NULL,NULL,NULL,NULL,NULL,NULL
164,"""Dated Banneret Lance""",1,1,10621,60,1,48,NULL,NULL,NULL,NULL,NULL,NULL
165,"""Dated Iron Halberd""",1,1,11880,65,1,50,NULL,NULL,NULL,NULL,NULL,NULL
166,"""Dated Willow Shortbow""",1,1,245,3,1,6,NULL,NULL,NULL,NULL,NULL,NULL
167,"""Dated Maple Longbow""",1,1,364,3,1,8,NULL,NULL,NULL,NULL,NULL,NULL
168,"""Dated Elm Shortbow""",1,1,472,5,1,11,NULL,NULL,NULL,NULL,NULL,NULL
169,"""Dated Cavalry Bow""",1,1,783,6,1,14,NULL,NULL,NULL,NULL,NULL,NULL
170,"""Dated Wrapped Maple Longbow""",1,1,1003,9,1,18,NULL,NULL,NULL,NULL,NULL,NULL
171,"""Dated Plumed Willow Shortbow""",1,1,1241,11,1,21,NULL,NULL,NULL,NULL,NULL,NULL
172,"""Dated Willow Composite Bow""",1,1,1762,13,1,22,NULL,NULL,NULL,NULL,NULL,NULL
173,"""Dated Ironclad Cavalry Bow""",1,1,2321,16,1,24,NULL,NULL,NULL,NULL,NULL,NULL
174,"""Dated Ash Longbow""",1,1,3374,23,1,28,NULL,NULL,NULL,NULL,NULL,NULL
175,"""Dated Elm Velocity Bow""",1,1,5097,29,1,31,NULL,NULL,NULL,NULL,NULL,NULL
176,"""Dated Weevil Bow""",1,1,5368,31,1,32,NULL,NULL,NULL,NULL,NULL,NULL
177,"""Dated Armored Cavalry Bow""",1,1,5927,34,1,34,NULL,NULL,NULL,NULL,NULL,NULL
178,"""Dated Wrapped Ash Longbow""",1,1,6437,41,1,38,NULL,NULL,NULL,NULL,NULL,NULL
179,"""Dated Oak Composite Bow""",1,1,8444,48,1,42,NULL,NULL,NULL,NULL,NULL,NULL
180,"""Dated Yew Longbow""",1,1,7935,50,1,43,NULL,NULL,NULL,NULL,NULL,NULL
181,"""Dated Crab Bow""",1,1,10241,58,1,47,NULL,NULL,NULL,NULL,NULL,NULL
182,"""Dated Maple Wand""",1,1,209,2,1,7,NULL,NULL,NULL,NULL,NULL,NULL
183,"""Dated Budding Maple Wand""",1,1,385,4,1,12,NULL,NULL,NULL,NULL,NULL,NULL
184,"""Dated Maple Wand of Flames""",1,1,612,6,1,17,NULL,NULL,NULL,NULL,NULL,NULL
185,"""Dated Maple Wand of Gales""",1,1,612,6,1,17,NULL,NULL,NULL,NULL,NULL,NULL
186,"""Dated Maple Wand of Storms""",1,1,612,6,1,17,NULL,NULL,NULL,NULL,NULL,NULL
187,"""Dated Maple Wand of Tremors""",1,1,612,6,1,17,NULL,NULL,NULL,NULL,NULL,NULL
188,"""Dated Maple Wand of Tides""",1,1,612,6,1,17,NULL,NULL,NULL,NULL,NULL,NULL
189,"""Dated Maple Wand of Frost""",1,1,612,6,1,17,NULL,NULL,NULL,NULL,NULL,NULL
190,"""Dated Willow Wand""",1,1,1052,9,1,22,NULL,NULL,NULL,NULL,NULL,NULL
191,"""Dated Budding Willow Wand""",1,1,1998,14,1,27,NULL,NULL,NULL,NULL,NULL,NULL
192,"""Dated Willow Wand of Flames""",1,1,3206,21,1,32,NULL,NULL,NULL,NULL,NULL,NULL
193,"""Dated Willow Wand of Gales""",1,1,3206,21,1,32,NULL,NULL,NULL,NULL,NULL,NULL
194,"""Dated Willow Wand of Storms""",1,1,3206,21,1,32,NULL,NULL,NULL,NULL,NULL,NULL
195,"""Dated Willow Wand of Tremors""",1,1,3206,21,1,32,NULL,NULL,NULL,NULL,NULL,NULL
196,"""Dated Willow Wand of Tides""",1,1,3206,21,1,32,NULL,NULL,NULL,NULL,NULL,NULL
197,"""Dated Willow Wand of Frost""",1,1,3206,21,1,32,NULL,NULL,NULL,NULL,NULL,NULL
198,"""Dated Walnut Wand""",1,1,4072,26,1,37,NULL,NULL,NULL,NULL,NULL,NULL
199,"""Dated Budding Walnut Wand""",1,1,5043,32,1,42,NULL,NULL,NULL,NULL,NULL,NULL
200,"""Dated Walnut Wand of Flames""",1,1,6116,39,1,47,NULL,NULL,NULL,NULL,NULL,NULL
201,"""Dated Walnut Wand of Gales""",1,1,6116,39,1,47,NULL,NULL,NULL,NULL,NULL,NULL
202,"""Dated Walnut Wand of Storms""",1,1,6116,39,1,47,NULL,NULL,NULL,NULL,NULL,NULL
203,"""Dated Walnut Wand of Tremors""",1,1,6116,39,1,47,NULL,NULL,NULL,NULL,NULL,NULL
204,"""Dated Walnut Wand of Tides""",1,1,6116,39,1,47,NULL,NULL,NULL,NULL,NULL,NULL
205,"""Dated Walnut Wand of Frost""",1,1,6116,39,1,47,NULL,NULL,NULL,NULL,NULL,NULL
206,"""Dated Ash Cane""",1,1,257,3,1,6,NULL,NULL,NULL,NULL,NULL,NULL
207,"""Dated Elm Cane""",1,1,496,5,1,11,NULL,NULL,NULL,NULL,NULL,NULL
208,"""Dated Pine Crook""",1,1,957,9,1,18,NULL,NULL,NULL,NULL,NULL,NULL
209,"""Dated Pastoral Elm Cane""",1,1,1367,11,1,21,NULL,NULL,NULL,NULL,NULL,NULL
210,"""Dated Plumed Pine Crook""",1,1,1745,14,1,23,NULL,NULL,NULL,NULL,NULL,NULL
211,"""Dated Mahogany Radical""",1,1,2381,17,1,25,NULL,NULL,NULL,NULL,NULL,NULL
212,"""Dated Oak Cane""",1,1,4389,29,1,31,NULL,NULL,NULL,NULL,NULL,NULL
213,"""Dated Flambeau Radical""",1,1,5616,35,1,35,NULL,NULL,NULL,NULL,NULL,NULL
214,"""Dated Yew Crook""",1,1,6140,41,1,38,NULL,NULL,NULL,NULL,NULL,NULL
215,"""Dated Sprouting Radical""",1,1,6437,41,1,38,NULL,NULL,NULL,NULL,NULL,NULL
216,"""Dated Pastoral Oak Cane""",1,1,7316,46,1,41,NULL,NULL,NULL,NULL,NULL,NULL
217,"""Dated Plumed Yew Crook""",1,1,7568,50,1,43,NULL,NULL,NULL,NULL,NULL,NULL
218,"""Dated Jade Crook""",1,1,9146,60,1,48,NULL,NULL,NULL,NULL,NULL,NULL
219,"""Dated Copper Scepter""",1,1,195,2,1,6,NULL,NULL,NULL,NULL,NULL,NULL
220,"""Dated Decorated Copper Scepter""",1,1,376,3,1,11,NULL,NULL,NULL,NULL,NULL,NULL
221,"""Dated Brass Cudgel""",1,1,669,6,1,17,NULL,NULL,NULL,NULL,NULL,NULL
222,"""Dated Silver Scepter""",1,1,988,8,1,21,NULL,NULL,NULL,NULL,NULL,NULL
223,"""Dated Brand""",1,1,1210,10,1,23,NULL,NULL,NULL,NULL,NULL,NULL
224,"""Dated Decorated Silver Scepter""",1,1,3327,20,1,31,NULL,NULL,NULL,NULL,NULL,NULL
225,"""Dated Iron Cudgel""",1,1,4451,26,1,37,NULL,NULL,NULL,NULL,NULL,NULL
226,"""Dated Ornate Silver Scepter""",1,1,5290,31,1,41,NULL,NULL,NULL,NULL,NULL,NULL
227,"""Dated Wind Brand""",1,1,5249,33,1,43,NULL,NULL,NULL,NULL,NULL,NULL
228,"""Dated Earth Brand""",1,1,5249,33,1,43,NULL,NULL,NULL,NULL,NULL,NULL
229,"""Dated Lightning Brand""",1,1,5249,33,1,43,NULL,NULL,NULL,NULL,NULL,NULL
230,"""Dated Ice Brand""",1,1,5249,33,1,43,NULL,NULL,NULL,NULL,NULL,NULL
231,"""Dated Fire Brand""",1,1,5249,33,1,43,NULL,NULL,NULL,NULL,NULL,NULL
232,"""Dated Water Brand""",1,1,5249,33,1,43,NULL,NULL,NULL,NULL,NULL,NULL
233,"""Dated Bone Staff""",1,1,234,2,1,5,NULL,NULL,NULL,NULL,NULL,NULL
234,"""Dated Decorated Bone Staff""",1,1,780,7,1,15,NULL,NULL,NULL,NULL,NULL,NULL
235,"""Dated Horn Staff""",1,1,2381,17,1,25,NULL,NULL,NULL,NULL,NULL,NULL
236,"""Dated Decorated Horn Staff""",1,1,5616,35,1,35,NULL,NULL,NULL,NULL,NULL,NULL
237,"""Dated Square Maple Shield""",1,1,172,1,1,5,NULL,NULL,NULL,NULL,NULL,NULL
238,"""Dated Bronze Hoplon""",1,1,474,2,1,9,NULL,NULL,NULL,NULL,NULL,NULL
239,"""Dated Round Chestnut Shield""",1,1,384,2,1,11,NULL,NULL,NULL,NULL,NULL,NULL
240,"""Dated Bronze Buckler""",1,1,545,2,1,13,NULL,NULL,NULL,NULL,NULL,NULL
241,"""Dated Square Ash Shield""",1,1,576,3,1,15,NULL,NULL,NULL,NULL,NULL,NULL
242,"""Dated Sheepskin Targe""",1,1,640,3,1,17,NULL,NULL,NULL,NULL,NULL,NULL
243,"""Dated Bronze Pelta""",1,1,1248,4,1,19,NULL,NULL,NULL,NULL,NULL,NULL
244,"""Dated Warded Round Shield""",1,1,1009,4,1,21,NULL,NULL,NULL,NULL,NULL,NULL
245,"""Dated Ironclad Bronze Buckler""",1,1,1548,5,1,23,NULL,NULL,NULL,NULL,NULL,NULL
246,"""Dated Bronze Scutum""",1,1,3894,8,1,28,NULL,NULL,NULL,NULL,NULL,NULL
247,"""Dated Iron Hoplon""",1,1,4338,9,1,29,NULL,NULL,NULL,NULL,NULL,NULL
248,"""Dated Round Oak Shield""",1,1,3398,10,1,31,NULL,NULL,NULL,NULL,NULL,NULL
249,"""Dated Leather Targe""",1,1,3355,11,1,32,NULL,NULL,NULL,NULL,NULL,NULL
250,"""Dated Decorated Buckler""",1,1,4312,11,1,33,NULL,NULL,NULL,NULL,NULL,NULL
251,"""Dated Lantern Shield""",1,1,4527,12,1,34,NULL,NULL,NULL,NULL,NULL,NULL
252,"""Dated Iron Scutum""",1,1,7428,14,1,38,NULL,NULL,NULL,NULL,NULL,NULL
253,"""Dated Iron Pelta""",1,1,7758,14,1,39,NULL,NULL,NULL,NULL,NULL,NULL
254,"""Dated Serpent Shield""",1,1,5402,16,1,41,NULL,NULL,NULL,NULL,NULL,NULL
255,"""Dated Bladed Lantern Shield""",1,1,6982,18,1,44,NULL,NULL,NULL,NULL,NULL,NULL
256,"""Dated Raptorskin Targe""",1,1,6400,20,1,47,NULL,NULL,NULL,NULL,NULL,NULL
257,"""Dated Decorated Iron Scutum""",1,1,11064,20,1,48,NULL,NULL,NULL,NULL,NULL,NULL
258,"""Dated Bull Hoplon""",1,1,11466,21,1,49,NULL,NULL,NULL,NULL,NULL,NULL
259,"""Dated Bronze Saw""",1,1,239,3,1,7,NULL,NULL,NULL,NULL,NULL,NULL
260,"""Dated Chocobotail Saw""",1,1,439,5,1,12,NULL,NULL,NULL,NULL,NULL,NULL
261,"""Dated Fish Saw""",1,1,697,8,1,17,NULL,NULL,NULL,NULL,NULL,NULL
262,"""Dated Iron Saw""",1,1,1199,13,1,22,NULL,NULL,NULL,NULL,NULL,NULL
263,"""Dated Bas-relief Iron Saw""",1,1,3653,31,1,32,NULL,NULL,NULL,NULL,NULL,NULL
264,"""Dated Crosscut Saw""",1,1,4641,39,1,37,NULL,NULL,NULL,NULL,NULL,NULL
265,"""Dated Iron Chocobotail Saw""",1,1,5746,48,1,42,NULL,NULL,NULL,NULL,NULL,NULL
266,"""Dated Bronze Claw Hammer""",1,1,273,4,1,10,NULL,NULL,NULL,NULL,NULL,NULL
